University,Course,Domain,Annual_Fee_INR,City,State_Province,Country,Region,Gender_Type,Website
Somaiya Vidyavihar University,B.Sc Data Science,Engineering & Technology,160000,Mumbai,Maharashtra,India,West India,Co-Ed,https://somaiya.edu
Pillai College of Engineering,B.E. IT,Engineering & Technology,120000,Navi Mumbai,Maharashtra,India,West India,Co-Ed,https://www.pce.ac.in
Fr. C. Rodrigues Institute of Technology,B.E. Mechanical,Engineering & Technology,110000,Navi Mumbai,Maharashtra,India,West India,Co-Ed,https://www.fcrit.ac.in
Thakur College of Engineering,B.E. CSE,Engineering & Technology,125000,Mumbai,Maharashtra,India,West India,Co-Ed,https://www.tcet.ac.in
Thadomal Shahani Engineering College,B.E. IT,Engineering & Technology,130000,Mumbai,Maharashtra,India,West India,Co-Ed,https://www.tsec.edu
Don Bosco Institute of Technology Mumbai,B.E. ECE,Engineering & Technology,120000,Mumbai,Maharashtra,India,West India,Co-Ed,https://www.dbit.in
Sardar Patel College of Engineering,B.E. Mechanical,Engineering & Technology,115000,Mumbai,Maharashtra,India,West India,Co-Ed,https://www.spce.ac.in
Vellore Institute of Technology Bhopal,B.Tech CSE,Engineering & Technology,180000,Bhopal,Madhya Pradesh,India,Central India,Co-Ed,https://www.vitbhopal.ac.in
Oriental Institute of Science and Technology,B.Tech IT,Engineering & Technology,85000,Bhopal,Madhya Pradesh,India,Central India,Co-Ed,https://www.orientaluniversity.in
Berhampur University,B.Sc Physics,Science & Research,15000,Berhampur,Odisha,India,East India,Co-Ed,https://www.bamu.ac.in
Sambalpur University,M.Sc Biotechnology,Life Sciences,22000,Sambalpur,Odisha,India,East India,Co-Ed,https://www.suniv.ac.in
Sister Nivedita University,B.Tech CSE,Engineering & Technology,100000,Kolkata,West Bengal,India,East India,Women,https://www.snuniversity.ac.in
Adamas University,B.Tech AI,Engineering & Technology,120000,Kolkata,West Bengal,India,East India,Co-Ed,https://www.adamasuniversity.ac.in
Brainware University,B.Tech CSE,Engineering & Technology,95000,Kolkata,West Bengal,India,East India,Co-Ed,https://www.brainwareuniversity.ac.in
University of Engineering and Management Kolkata,B.Tech Mechanical,Engineering & Technology,110000,Kolkata,West Bengal,India,East India,Co-Ed,https://www.uem.edu.in
Future Institute of Engineering and Management,B.Tech ECE,Engineering & Technology,95000,Kolkata,West Bengal,India,East India,Co-Ed,https://www.fiem.edu.in
Techno Main Salt Lake,B.Tech CSE,Engineering & Technology,90000,Kolkata,West Bengal,India,East India,Co-Ed,https://www.technomain.edu.in
B.P. Poddar Institute of Management & Technology,B.E. CSE,Engineering & Technology,85000,Kolkata,West Bengal,India,East India,Co-Ed,https://www.bppimt.ac.in
Narula Institute of Technology,B.Tech IT,Engineering & Technology,90000,Kolkata,West Bengal,India,East India,Co-Ed,https://www.nit.ac.in
Institute of Engineering & Management Kolkata,B.E. ECE,Engineering & Technology,90000,Kolkata,West Bengal,India,East India,Co-Ed,https://www.iemcal.com
University of Auckland,M.Sc Information Technology,Engineering & Technology,2400000,Auckland,Auckland,New Zealand,Oceania,Co-Ed,https://www.auckland.ac.nz
Macquarie University,M.S. Computing,Engineering & Technology,2600000,Sydney,New South Wales,Australia,Oceania,Co-Ed,https://www.mq.edu.au
University of Technology Sydney,B.Eng Software,Engineering & Technology,2800000,Sydney,New South Wales,Australia,Oceania,Co-Ed,https://www.uts.edu.au
Deakin University,M.S. Cyber Security,Engineering & Technology,2500000,Melbourne,Victoria,Australia,Oceania,Co-Ed,https://www.deakin.edu.au
University of Western Australia,B.Sc Marine Science,Life Sciences,2800000,Perth,Western Australia,Australia,Oceania,Co-Ed,https://www.uwa.edu.au
Auckland University of Technology,MBA,Management,3000000,Auckland,Auckland,New Zealand,Oceania,Co-Ed,https://www.aut.ac.nz
La Trobe University,B.Sc Genetics,Life Sciences,2400000,Melbourne,Victoria,Australia,Oceania,Co-Ed,https://www.latrobe.edu.au
Uppsala University,M.Sc Computer Science,Engineering & Technology,700000,Uppsala,Uppsala,Sweden,Europe,Co-Ed,https://www.uu.se
TU Wien,M.S. Electrical Engineering,Engineering & Technology,250000,Vienna,Vienna,Austria,Europe,Co-Ed,https://www.tuwien.at
University of Zurich,M.Sc Neuroscience,Life Sciences,1000000,Zurich,Zurich,Switzerland,Europe,Co-Ed,https://www.uzh.ch
Sorbonne University,M.Sc Physics,Science & Research,500000,Paris,Île-de-France,France,Europe,Co-Ed,https://www.sorbonne-universite.fr
Sciences Po Paris,M.A. International Affairs,Social Sciences,2200000,Paris,Île-de-France,France,Europe,Co-Ed,https://www.sciencespo.fr
University of Bologna,M.Sc Computer Engineering,Engineering & Technology,400000,Bologna,Emilia-Romagna,Italy,Europe,Co-Ed,https://www.unibo.it
University of Padova,M.Sc Biomedical Engineering,Engineering & Technology,350000,Padova,Veneto,Italy,Europe,Co-Ed,https://www.unipd.it
Eindhoven University of Technology,M.Sc Electrical Engineering,Engineering & Technology,1800000,Eindhoven,North Brabant,Netherlands,Europe,Co-Ed,https://www.tue.nl
University of Groningen,M.Sc Astronomy,Science & Research,1000000,Groningen,Groningen,Netherlands,Europe,Co-Ed,https://www.rug.nl
Chalmers University of Technology,M.Sc Automotive Engineering,Engineering & Technology,1000000,Gothenburg,Västra Götaland,Sweden,Europe,Co-Ed,https://www.chalmers.se
Helsinki School of Economics (Aalto BIZ),MBA,Management,2000000,Helsinki,Uusimaa,Finland,Europe,Co-Ed,https://www.aalto.fi/en/aalto-university-school-of-business
Warsaw University of Technology,B.Eng Computer Science,Engineering & Technology,200000,Warsaw,Masovian,Poland,Europe,Co-Ed,https://www.pw.edu.pl
Jagiellonian University,M.Sc Biotechnology,Life Sciences,250000,Krakow,Lesser Poland,Poland,Europe,Co-Ed,https://www.uj.edu.pl
Czech Technical University,M.Sc Software Engineering,Engineering & Technology,250000,Prague,Bohemia,Czech Republic,Europe,Co-Ed,https://www.cvut.cz
University of Ljubljana,B.Sc Electrical Engineering,Engineering & Technology,150000,Ljubljana,Ljubljana,Slovenia,Europe,Co-Ed,https://www.uni-lj.si
Bilkent University,B.S. Computer Engineering,Engineering & Technology,1200000,Ankara,Ankara,Turkey,Europe,Co-Ed,https://www.bilkent.edu.tr
Koç University,MBA,Management,2500000,Istanbul,Istanbul,Turkey,Europe,Co-Ed,https://www.ku.edu.tr
Indian Institute of Technology Mandi,B.Tech CSE,Engineering & Technology,200000,Mandi,Himachal Pradesh,India,North India,Co-Ed,https://www.iitmandi.ac.in
Indian Institute of Technology Gandhinagar,B.Tech Chemical,Engineering & Technology,200000,Gandhinagar,Gujarat,India,West India,Co-Ed,https://www.iitgn.ac.in
Indian Institute of Technology Ropar,B.Tech Mechanical,Engineering & Technology,200000,Ropar,Punjab,India,North India,Co-Ed,https://www.iitrpr.ac.in
Indian Institute of Technology Patna,B.Tech CSE,Engineering & Technology,200000,Patna,Bihar,India,East India,Co-Ed,https://www.iitp.ac.in
Indian Institute of Technology Jodhpur,B.Tech CSE,Engineering & Technology,200000,Jodhpur,Rajasthan,India,North India,Co-Ed,https://www.iitj.ac.in
Indian Institute of Technology (ISM) Dhanbad,B.Tech Mining,Engineering & Technology,200000,Dhanbad,Jharkhand,India,East India,Co-Ed,https://www.iitism.ac.in
NIT Bhopal,B.Tech CSE,Engineering & Technology,150000,Bhopal,Madhya Pradesh,India,Central India,Co-Ed,https://www.manit.ac.in
NIT Agartala,B.Tech ECE,Engineering & Technology,140000,Agartala,Tripura,India,North East India,Co-Ed,https://www.nita.ac.in
NIT Arunachal Pradesh,B.Tech CSE,Engineering & Technology,140000,Yupia,Arunachal Pradesh,India,North East India,Co-Ed,https://www.nitap.ac.in
NIT Manipur,B.Tech ECE,Engineering & Technology,140000,Imphal,Manipur,India,North East India,Co-Ed,https://www.nitmanipur.ac.in
NIT Mizoram,B.Tech Civil,Engineering & Technology,140000,Aizawl,Mizoram,India,North East India,Co-Ed,https://www.nitmz.ac.in
NIT Nagaland,B.Tech CSE,Engineering & Technology,140000,Dimapur,Nagaland,India,North East India,Co-Ed,https://www.nitnagaland.ac.in
NIT Sikkim,B.Tech ECE,Engineering & Technology,140000,Ravangla,Sikkim,India,North East India,Co-Ed,https://www.nitsikkim.ac.in
NIT Srinagar,B.Tech CSE,Engineering & Technology,140000,Srinagar,J&K,India,North India,Co-Ed,https://www.nitsri.ac.in
NIT Uttarakhand,B.Tech Mechanical,Engineering & Technology,140000,Srinagar,Uttarakhand,India,North India,Co-Ed,https://www.nituk.ac.in
NIT Andhra Pradesh,B.Tech CSE,Engineering & Technology,150000,Tadepalligudem,Andhra Pradesh,India,South India,Co-Ed,https://www.nitandhra.ac.in
NIT Delhi,B.Tech ECE,Engineering & Technology,150000,New Delhi,Delhi,India,North India,Co-Ed,https://www.nitdelhi.ac.in
NIT Goa,B.Tech CSE,Engineering & Technology,150000,Goa,Goa,India,West India,Co-Ed,https://www.nitgoa.ac.in
NIT Puducherry,B.Tech IT,Engineering & Technology,150000,Puducherry,Puducherry,India,South India,Co-Ed,https://www.nitpy.ac.in
Seoul National University of Science and Technology,B.S. Industrial Design,Architecture & Design,450000,Seoul,Seoul,South Korea,Asia,Co-Ed,https://www.seoultech.ac.kr
Indian School of Business,Executive PGP,Management,4500000,Mohali,Punjab,India,North India,Co-Ed,https://www.isb.edu/mohali
Symbiosis Centre for Information Technology,MBA IT,Management,680000,Pune,Maharashtra,India,West India,Co-Ed,https://www.scit.edu
Great Lakes Institute (Delhi),PGDM,Management,1700000,Gurgaon,Haryana,India,North India,Co-Ed,https://www.greatlakes.edu.in/delhi
Fore School of Management,PGDM,Management,1500000,New Delhi,Delhi,India,North India,Co-Ed,https://www.fsm.ac.in
IMI Delhi,PGDM,Management,1600000,New Delhi,Delhi,India,North India,Co-Ed,https://www.imi.edu
IMT Ghaziabad,PGDM,Management,1650000,Ghaziabad,Uttar Pradesh,India,North India,Co-Ed,https://www.imt.edu
Lal Bahadur Shastri Institute of Management,PGDM,Management,1300000,New Delhi,Delhi,India,North India,Co-Ed,https://www.lbsim.ac.in
Nirma University (Institute of Management),MBA,Management,550000,Ahmedabad,Gujarat,India,West India,Co-Ed,https://www.nirmauni.ac.in/imnu
Jamnalal Bajaj Institute,MMS,Management,200000,Mumbai,Maharashtra,India,West India,Co-Ed,https://www.jbims.edu
Sydenham Institute of Management,MMS,Management,180000,Mumbai,Maharashtra,India,West India,Co-Ed,https://www.simsr.somaiya.edu
Xavier Institute of Management Bhubaneswar,MBA,Management,1300000,Bhubaneswar,Odisha,India,East India,Co-Ed,https://www.ximb.ac.in
Kamaraj College of Engineering and Technology,B.E. CSE,Engineering & Technology,72000,Virudhunagar,Tamil Nadu,India,South India,Co-Ed,https://www.kamarajengg.edu.in
Kalasalingam Academy of Research and Education,B.Tech CSE,Engineering & Technology,90000,Srivilliputhur,Tamil Nadu,India,South India,Co-Ed,https://www.kalasalingam.ac.in
Einstein College of Engineering,B.E. ECE,Engineering & Technology,68000,Tirunelveli,Tamil Nadu,India,South India,Co-Ed,https://www.einsteincollege.ac.in
SCAD College of Engineering and Technology,B.E. Mechanical,Engineering & Technology,70000,Tirunelveli,Tamil Nadu,India,South India,Co-Ed,https://www.scadengineering.ac.in
V.S.B. Engineering College,B.E. CSE,Engineering & Technology,65000,Karur,Tamil Nadu,India,South India,Co-Ed,https://www.vsb.edu.in
E.G.S. Pillay Engineering College,B.E. EEE,Engineering & Technology,68000,Nagapattinam,Tamil Nadu,India,South India,Co-Ed,https://www.egspec.org
Government College of Engineering Thanjavur,B.E. Civil,Engineering & Technology,20000,Thanjavur,Tamil Nadu,India,South India,Co-Ed,https://www.gcetly.ac.in
St. Xavier's Catholic College of Engineering,B.E. ECE,Engineering & Technology,72000,Kanyakumari,Tamil Nadu,India,South India,Co-Ed,https://www.sxcce.edu.in
Annai Mathammal Sheela Engineering College,B.E. CSE,Engineering & Technology,65000,Namakkal,Tamil Nadu,India,South India,Women,https://www.amse.ac.in
GRT Institute of Engineering and Technology,B.E. Mechanical,Engineering & Technology,68000,Tiruttani,Tamil Nadu,India,South India,Co-Ed,https://www.grtiet.ac.in
Gokaraju Rangaraju Institute,B.Tech CSE,Engineering & Technology,130000,Hyderabad,Telangana,India,South India,Co-Ed,https://www.griet.ac.in
Chaitanya Bharathi Institute of Technology,B.Tech ECE,Engineering & Technology,120000,Hyderabad,Telangana,India,South India,Co-Ed,https://www.cbit.ac.in
Maturi Venkata Subba Rao Engineering College,B.Tech Civil,Engineering & Technology,110000,Hyderabad,Telangana,India,South India,Co-Ed,https://www.mvsr.edu.in
SR Engineering College,B.Tech CSE,Engineering & Technology,100000,Warangal,Telangana,India,South India,Co-Ed,https://www.srec.ac.in
Vardhaman College of Engineering,B.Tech IT,Engineering & Technology,110000,Hyderabad,Telangana,India,South India,Co-Ed,https://www.vardhaman.org
Malla Reddy Engineering College,B.Tech CSE,Engineering & Technology,120000,Hyderabad,Telangana,India,South India,Co-Ed,https://www.mrec.ac.in
Bapatla Engineering College,B.Tech ECE,Engineering & Technology,85000,Bapatla,Andhra Pradesh,India,South India,Co-Ed,https://www.bec-bapatla.ac.in
QIS College of Engineering,B.Tech CSE,Engineering & Technology,80000,Ongole,Andhra Pradesh,India,South India,Co-Ed,https://www.qiscet.edu.in
Sri Vasavi Engineering College,B.Tech ECE,Engineering & Technology,90000,Tadepalligudem,Andhra Pradesh,India,South India,Co-Ed,https://www.srivasaviengg.ac.in
GMR Institute of Technology,B.Tech CSE,Engineering & Technology,100000,Rajam,Andhra Pradesh,India,South India,Co-Ed,https://www.gmrit.edu.in
New Horizon College of Engineering,B.E. CSE,Engineering & Technology,130000,Bengaluru,Karnataka,India,South India,Co-Ed,https://www.newhorizonindia.edu
Oxford College of Engineering,B.E. Mechanical,Engineering & Technology,110000,Bengaluru,Karnataka,India,South India,Co-Ed,https://www.oxfordengg.ac.in
Sir MVIT,B.E. ECE,Engineering & Technology,120000,Bengaluru,Karnataka,India,South India,Co-Ed,https://www.sirmvit.edu
Global Academy of Technology,B.E. CSE,Engineering & Technology,110000,Bengaluru,Karnataka,India,South India,Co-Ed,https://www.gat.ac.in
T. John College of Engineering,B.E. IT,Engineering & Technology,100000,Bengaluru,Karnataka,India,South India,Co-Ed,https://www.tjohncollegebangalore.com
Federal Institute of Science and Technology,B.Tech ECE,Engineering & Technology,100000,Ernakulam,Kerala,India,South India,Co-Ed,https://www.fisat.ac.in
Toc H Institute of Science and Technology,B.Tech Mechanical,Engineering & Technology,95000,Ernakulam,Kerala,India,South India,Co-Ed,https://www.tistcochin.edu.in
Jyothi Engineering College,B.Tech CSE,Engineering & Technology,90000,Thrissur,Kerala,India,South India,Co-Ed,https://www.jyothiengg.ac.in
Malabar College of Engineering and Technology,B.Tech ECE,Engineering & Technology,80000,Calicut,Kerala,India,South India,Co-Ed,https://www.mcet.in
Sree Narayana Gurukulam College of Engineering,B.Tech Mechanical,Engineering & Technology,85000,Ernakulam,Kerala,India,South India,Co-Ed,https://www.sngce.ac.in
ABES Engineering College,B.Tech CSE,Engineering & Technology,100000,Ghaziabad,Uttar Pradesh,India,North India,Co-Ed,https://www.abes.ac.in
Ajay Kumar Garg Engineering College,B.Tech IT,Engineering & Technology,95000,Ghaziabad,Uttar Pradesh,India,North India,Co-Ed,https://www.akgec.ac.in
Kiet Group of Institutions,B.Tech CSE,Engineering & Technology,110000,Ghaziabad,Uttar Pradesh,India,North India,Co-Ed,https://www.kiet.edu
HMR Institute of Technology,B.Tech ECE,Engineering & Technology,90000,New Delhi,Delhi,India,North India,Co-Ed,https://www.hmritm.ac.in
Maharaja Surajmal Institute of Technology,B.Tech CSE,Engineering & Technology,95000,New Delhi,Delhi,India,North India,Co-Ed,https://www.msit.in
Bhagwan Parshuram Institute of Technology,B.Tech IT,Engineering & Technology,90000,New Delhi,Delhi,India,North India,Co-Ed,https://www.bpitindia.com
Vivekananda Institute of Professional Studies,B.Tech CSE,Engineering & Technology,90000,New Delhi,Delhi,India,North India,Co-Ed,https://www.vips.edu
G.B. Pant Government Engineering College,B.Tech CSE,Engineering & Technology,20000,New Delhi,Delhi,India,North India,Co-Ed,https://www.gbpec.ac.in
K.J. Somaiya College of Science and Commerce,B.Sc IT,Engineering & Technology,90000,Mumbai,Maharashtra,India,West India,Co-Ed,https://www.kjsieit.somaiya.edu
Watumull Institute,B.Sc IT,Engineering & Technology,70000,Mumbai,Maharashtra,India,West India,Co-Ed,https://www.watumull.edu
Vivekanand Education Society's Institute of Technology,B.E. CSE,Engineering & Technology,105000,Mumbai,Maharashtra,India,West India,Co-Ed,https://www.vesit.ves.ac.in
Vidyalankar Institute of Technology,B.E. Mechanical,Engineering & Technology,110000,Mumbai,Maharashtra,India,West India,Co-Ed,https://vit.edu.in
RAIT Mumbai,B.E. ECE,Engineering & Technology,100000,Navi Mumbai,Maharashtra,India,West India,Co-Ed,https://www.rait.ac.in
Bharati Vidyapeeth College of Engineering Navi Mumbai,B.E. IT,Engineering & Technology,100000,Navi Mumbai,Maharashtra,India,West India,Co-Ed,https://www.bvcoenm.edu.in
Meghnad Saha Institute of Technology,B.Tech CSE,Engineering & Technology,95000,Kolkata,West Bengal,India,East India,Co-Ed,https://www.msit.edu.in
RCC Institute of Information Technology,B.Tech IT,Engineering & Technology,90000,Kolkata,West Bengal,India,East India,Co-Ed,https://www.rcciit.org
Dumkal Institute of Engineering and Technology,B.Tech ECE,Engineering & Technology,80000,Murshidabad,West Bengal,India,East India,Co-Ed,https://www.diet.ac.in
Gurunanak Institute of Technology,B.Tech CSE,Engineering & Technology,85000,Kolkata,West Bengal,India,East India,Co-Ed,https://www.gnit.ac.in
Netaji Subhash Engineering College,B.Tech Mechanical,Engineering & Technology,80000,Kolkata,West Bengal,India,East India,Co-Ed,https://www.nsec.ac.in
Symbiosis College of Arts and Commerce,B.Com,Commerce & Finance,60000,Pune,Maharashtra,India,West India,Co-Ed,https://www.symbiosiscollege.edu.in
H.R. College of Commerce Mumbai,B.Com (Hons),Commerce & Finance,30000,Mumbai,Maharashtra,India,West India,Co-Ed,https://www.hrcollege.edu
K.C. College Mumbai,B.Sc Computer Science,Science & Research,35000,Mumbai,Maharashtra,India,West India,Co-Ed,https://www.kccollege.edu.in
Ramnarain Ruia College,B.Sc Physics,Science & Research,28000,Mumbai,Maharashtra,India,West India,Co-Ed,https://www.ruiacollege.edu
Wilson College Mumbai,B.Sc Chemistry,Science & Research,25000,Mumbai,Maharashtra,India,West India,Co-Ed,https://www.wilsoncollege.edu
St. Xavier's College Mumbai,B.Sc Mathematics,Science & Research,40000,Mumbai,Maharashtra,India,West India,Co-Ed,https://www.xaviers.edu
MCC College Chennai,B.Com,Commerce & Finance,40000,Chennai,Tamil Nadu,India,South India,Co-Ed,https://www.mcc.edu.in
Nizam College Hyderabad,B.Sc Statistics,Science & Research,15000,Hyderabad,Telangana,India,South India,Co-Ed,https://www.nizamcollege.ac.in
Fergusson College Pune,B.A. Economics,Social Sciences,20000,Pune,Maharashtra,India,West India,Co-Ed,https://www.fergusson.edu
St. Joseph's College Bengaluru,B.Sc Computer Science,Science & Research,50000,Bengaluru,Karnataka,India,South India,Co-Ed,https://www.sjc.ac.in
Universidad de los Andes,B.S. Systems Engineering,Engineering & Technology,1000000,Bogotá,Cundinamarca,Colombia,South America,Co-Ed,https://www.uniandes.edu.co
University of São Paulo,B.Eng Computer Engineering,Engineering & Technology,0,São Paulo,São Paulo,Brazil,South America,Co-Ed,https://www.usp.br
ITAM Mexico,B.S. Computer Science,Engineering & Technology,1200000,Mexico City,CDMX,Mexico,North America,Co-Ed,https://www.itam.mx
UNAM Mexico,M.Sc Biomedical Engineering,Engineering & Technology,200000,Mexico City,CDMX,Mexico,North America,Co-Ed,https://www.unam.mx
Pontificia Universidad Católica de Chile,MBA,Management,1800000,Santiago,Metropolitana,Chile,South America,Co-Ed,https://www.uc.cl
University of Buenos Aires,M.Sc Statistics,Science & Research,0,Buenos Aires,Buenos Aires,Argentina,South America,Co-Ed,https://www.uba.ar
Stellenbosch Business School,MBA,Management,1500000,Cape Town,Western Cape,South Africa,Africa,Co-Ed,https://www.usb.ac.za
University of Ghana,B.Sc Computer Science,Engineering & Technology,250000,Accra,Greater Accra,Ghana,Africa,Co-Ed,https://www.ug.edu.gh
University of Cape Town Graduate School of Business,MBA,Management,2000000,Cape Town,Western Cape,South Africa,Africa,Co-Ed,https://www.gsb.uct.ac.za
IIT Jammu,B.Tech ECE,Engineering & Technology,200000,Jammu,J&K,India,North India,Co-Ed,https://www.iitjammu.ac.in
IIT Bhilai,B.Tech Electrical,Engineering & Technology,200000,Raipur,Chhattisgarh,India,Central India,Co-Ed,https://www.iitbhilai.ac.in
Indian Institute of Information Technology Allahabad,B.Tech IT,Engineering & Technology,280000,Prayagraj,Uttar Pradesh,India,North India,Co-Ed,https://www.iiita.ac.in
Indian Institute of Information Technology Design and Manufacturing,B.Tech Mechanical,Engineering & Technology,250000,Chennai,Tamil Nadu,India,South India,Co-Ed,https://www.iiitdm.ac.in
Indian Institute of Information Technology Kota,B.Tech CSE,Engineering & Technology,250000,Kota,Rajasthan,India,North India,Co-Ed,https://www.iiitkota.ac.in
Indian Institute of Information Technology Vadodara,B.Tech CSE,Engineering & Technology,250000,Vadodara,Gujarat,India,West India,Co-Ed,https://www.iiitvadodara.ac.in
Indian Institute of Information Technology Lucknow,B.Tech ECE,Engineering & Technology,250000,Lucknow,Uttar Pradesh,India,North India,Co-Ed,https://www.iiitl.ac.in
Indian Institute of Information Technology Nagpur,B.Tech CSE,Engineering & Technology,250000,Nagpur,Maharashtra,India,West India,Co-Ed,https://www.iiitn.ac.in
Indian Institute of Information Technology Naya Raipur,B.Tech IT,Engineering & Technology,250000,Raipur,Chhattisgarh,India,Central India,Co-Ed,https://www.iiitnr.ac.in
Indian Institute of Information Technology Pune,B.Tech CSE,Engineering & Technology,250000,Pune,Maharashtra,India,West India,Co-Ed,https://www.iiitp.ac.in
Loughborough University,B.Eng Chemical Engineering,Engineering & Technology,3200000,Loughborough,England,United Kingdom,Europe,Co-Ed,https://www.lboro.ac.uk
University of Bath,B.Sc Mathematics,Science & Research,3100000,Bath,England,United Kingdom,Europe,Co-Ed,https://www.bath.ac.uk
University of Leicester,B.Sc Genetics,Life Sciences,2900000,Leicester,England,United Kingdom,Europe,Co-Ed,https://www.le.ac.uk
Queen Mary University London,B.S. Computer Science,Engineering & Technology,3100000,London,England,United Kingdom,Europe,Co-Ed,https://www.qmul.ac.uk
Brunel University London,B.Eng Mechanical Engineering,Engineering & Technology,2800000,London,England,United Kingdom,Europe,Co-Ed,https://www.brunel.ac.uk
University of Reading,B.Sc Meteorology,Science & Research,2800000,Reading,England,United Kingdom,Europe,Co-Ed,https://www.reading.ac.uk
University of East Anglia,B.Sc Environmental Sciences,Science & Research,2700000,Norwich,England,United Kingdom,Europe,Co-Ed,https://www.uea.ac.uk
Lancaster University,B.Sc Computer Science,Engineering & Technology,2900000,Lancaster,England,United Kingdom,Europe,Co-Ed,https://www.lancaster.ac.uk
University of Sussex,M.Sc AI & Robotics,Engineering & Technology,2800000,Brighton,England,United Kingdom,Europe,Co-Ed,https://www.sussex.ac.uk
Swansea University,B.Eng Aerospace Engineering,Engineering & Technology,2500000,Swansea,Wales,United Kingdom,Europe,Co-Ed,https://www.swansea.ac.uk
University of Aberdeen,M.Sc Petroleum Engineering,Engineering & Technology,3000000,Aberdeen,Scotland,United Kingdom,Europe,Co-Ed,https://www.abdn.ac.uk
Heriot-Watt University,B.Sc Actuarial Mathematics,Commerce & Finance,2800000,Edinburgh,Scotland,United Kingdom,Europe,Co-Ed,https://www.hw.ac.uk
University of Stirling,M.Sc Finance,Commerce & Finance,2700000,Stirling,Scotland,United Kingdom,Europe,Co-Ed,https://www.stir.ac.uk
Ryerson University,B.Eng Aerospace,Engineering & Technology,2200000,Toronto,Ontario,Canada,North America,Co-Ed,https://www.ryerson.ca
Carleton University,B.Eng Systems and Computer Engineering,Engineering & Technology,2000000,Ottawa,Ontario,Canada,North America,Co-Ed,https://www.carleton.ca
University of Victoria,B.Sc Computer Science,Engineering & Technology,1800000,Victoria,British Columbia,Canada,North America,Co-Ed,https://www.uvic.ca
Griffith University,B.Sc Criminology,Social Sciences,2200000,Brisbane,Queensland,Australia,Oceania,Co-Ed,https://www.griffith.edu.au
University of Wollongong,M.Eng Civil Engineering,Engineering & Technology,2400000,Wollongong,New South Wales,Australia,Oceania,Co-Ed,https://www.uow.edu.au
Swinburne University of Technology,B.Eng Software,Engineering & Technology,2600000,Melbourne,Victoria,Australia,Oceania,Co-Ed,https://www.swinburne.edu.au
Manipal Institute of Management,MBA,Management,350000,Manipal,Karnataka,India,South India,Co-Ed,https://www.manipal.edu/mim.html
PESIT South Campus Bengaluru,MBA,Management,280000,Bengaluru,Karnataka,India,South India,Co-Ed,https://www.pes.edu
Symbiosis Institute of Management Studies,MBA Defence,Management,350000,Pune,Maharashtra,India,West India,Co-Ed,https://www.sims.edu
IMI Bhubaneswar,PGDM,Management,1200000,Bhubaneswar,Odisha,India,East India,Co-Ed,https://www.imi.edu/bhubaneswar
IMI Kolkata,PGDM,Management,1250000,Kolkata,West Bengal,India,East India,Co-Ed,https://www.imi.edu/kolkata
IFIM Business School,PGDM,Management,1000000,Bengaluru,Karnataka,India,South India,Co-Ed,https://www.ifimbschool.com
Amrita School of Business,MBA,Management,650000,Coimbatore,Tamil Nadu,India,South India,Co-Ed,https://www.amrita.edu/school/business
VIT Business School Chennai,MBA,Management,300000,Chennai,Tamil Nadu,India,South India,Co-Ed,https://www.vit.ac.in/mba
Loyola Institute of Business Administration,PGDM,Management,900000,Chennai,Tamil Nadu,India,South India,Co-Ed,https://www.liba.edu
GITAM School of Business,MBA,Management,350000,Hyderabad,Telangana,India,South India,Co-Ed,https://www.gitam.edu/gsb
University of Strathclyde,M.Sc Business Analysis,Management,3000000,Glasgow,Scotland,United Kingdom,Europe,Co-Ed,https://www.strath.ac.uk
Aston University,B.Sc Computer Science (placement),Engineering & Technology,3000000,Birmingham,England,United Kingdom,Europe,Co-Ed,https://www.aston.ac.uk
University of Surrey,B.Sc Biochemistry,Life Sciences,2900000,Guildford,England,United Kingdom,Europe,Co-Ed,https://www.surrey.ac.uk
University of Dundee,B.Sc Accounting & Finance,Commerce & Finance,2700000,Dundee,Scotland,United Kingdom,Europe,Co-Ed,https://www.dundee.ac.uk
Bond University,MBA,Management,3000000,Gold Coast,Queensland,Australia,Oceania,Co-Ed,https://www.bond.edu.au
University of Manitoba,B.Sc Computer Science,Engineering & Technology,1500000,Winnipeg,Manitoba,Canada,North America,Co-Ed,https://www.umanitoba.ca
Ritsumeikan University,B.A. International Relations,Social Sciences,750000,Kyoto,Kansai,Japan,Asia,Co-Ed,https://www.ritsumei.ac.jp
Korea University,B.S. Business Administration,Management,700000,Seoul,Seoul,South Korea,Asia,Co-Ed,https://www.korea.ac.kr
